Date,Hashrate,Fees(sat),Nb_trans,Nb_trans_block,Price,Fee_per_block,Block_reward,ELectricity(TWh),Cambridge_MAX(TWh),Cambridge_MIN(TWh),Cambridge_GUESS(TWh),Dig_Guess(TWh),Dig_Min(TWh)
2012-08-30,19.169350325378,29.09822139,33914.0,220.220779220779,11.14,6.408032988444539e-05,50.0,0.5855191504042444,0.467994837669124,0.00704215651625743,0.137250402218744,,
2012-09-02,18.5627253150813,30.5544115,33588.0,204.80487804878,10.36,6.257692521109741e-05,50.0,0.5445222814897488,0.47490545003279,0.007146144017766,0.139277100485791,,
2012-09-05,21.8385003706838,26.2034,41135.0,228.527777777778,10.59,5.988204772222228e-05,50.0,0.5566110666194106,0.486306514698036,0.00731770164054771,0.142620728630966,,
2012-09-08,18.7490590191164,22.2449676,31173.0,214.986206896552,11.27,4.782361206860695e-05,50.0,0.5923517665674799,0.515050252639735,0.00775022329496571,0.151050500235749,,
2012-09-11,21.1596523215742,30.79178155,38225.0,263.620689655172,11.14,8.117350687922401e-05,50.0,0.5855193505716374,0.526950818679802,0.007929297169164,0.154540618810058,,
2012-09-14,21.6953397221204,20.22012586,36118.0,222.950617283951,11.48,4.5080895420461805e-05,50.0,0.6033893440261477,0.506304641375946,0.00761862363105343,0.148485645739528,,
2012-09-17,23.570245624032,14.62559347,24446.0,145.511904761905,11.98,2.1281979640929794e-05,50.0,0.6296690680119716,0.515500960464917,0.00775700532500657,0.151182680818333,,
2012-09-20,20.9294479443629,17.98877273,31282.0,205.802631578947,12.63,3.702136766709599e-05,50.0,0.6638332915199632,0.535217168856026,0.00805368514756371,0.156964918813491,,
2012-09-23,21.2142023381637,18.18004702,27999.0,177.208860759494,12.4,3.2216654209682335e-05,50.0,0.6517444199402217,0.558237242708237,0.008400079915272,0.163716092418434,,
2012-09-26,20.3599391567612,19.55185895,32413.0,231.521428571429,12.24,4.52667431533108e-05,50.0,0.643334982433061,0.549591387145932,0.00826998132617228,0.161180493608494,,
2012-09-29,23.9193690792719,14.29688403,23992.0,142.809523809524,12.46,2.041731200284288e-05,50.0,0.6548978674249727,0.554223160024613,0.00833967797009657,0.162538869042187,,
2012-10-02,19.3632987784582,30.46356752,32878.0,225.191780821918,12.58,6.86014502001754e-05,50.0,0.6612057071921633,0.547019063495712,0.00823127426298,0.160426099698109,,
2012-10-05,20.6511046856479,27.90198494,37031.0,268.340579710145,13.07,7.487234813863336e-05,50.0,0.6869602286849674,0.530108303491987,0.007976809450188,0.15546662488019,,
2012-10-08,25.2064954251291,27.24366665,38211.0,214.668539325843,12.58,5.848358125635683e-05,50.0,0.661205573392493,0.545783321671895,0.00821267942680543,0.160063689584352,,
2012-10-11,20.9547974016134,22.53949244,27684.0,200.608695652174,12.16,4.521618179050437e-05,50.0,0.6391301779800036,0.561447135407071,0.00844838080444029,0.16465746832375,,
2012-10-14,20.9547974016134,17.11574123,27414.0,215.858267716535,12.1,3.6945742525922766e-05,50.0,0.6359764699321111,0.565837832007167,0.00851444985090086,0.165945142515595,,
2012-10-17,21.5343577779689,66.76674541,31813.0,224.035211267606,11.99,0.00014958101913579812,50.0,0.6301962853024122,0.564680521296473,0.00849703520760429,0.165605734155183,,
2012-10-20,21.0761799529057,18.11057193,30699.0,193.075471698113,11.94,3.496707218107354e-05,50.0,0.6275668388831922,0.574343451293472,0.00864243823338,0.168439613766559,,
2012-10-23,20.923454011218,21.00222991,32031.0,246.392307692308,11.86,5.174787894209315e-05,50.0,0.6233622451528122,0.574083580462432,0.00863852782471971,0.168363400583818,,
2012-10-26,24.5888766117233,18.24824533,21927.0,132.890909090909,11.56,2.4250259112176346e-05,50.0,0.6075938946860447,0.593955566778684,0.00893755171700228,0.174191324089075,,
2012-10-29,24.1306987866602,17.37438911,21500.0,136.075949367089,10.69,2.3642364928164627e-05,50.0,0.5618666656770094,0.606859834206507,0.00913172879683286,0.177975801506878,,
2012-11-01,22.175160378472,20.21981119,23638.0,172.540145985401,11.17,3.4887291745198454e-05,50.0,0.5870956096432305,0.618464024611731,0.00930634295600829,0.181379001013249,,
2012-11-04,26.2816715596705,19.50947363,24304.0,154.802547770701,10.62,3.0201162235893066e-05,50.0,0.5581875371580437,0.60393728129999,0.009087751655766,0.177118694697916,,
2012-11-07,25.7888902179266,29.24684125,36480.0,232.356687898089,10.97,6.795699164331205e-05,50.0,0.5765839836571942,0.61447198938387,0.00924627277012114,0.180208243567666,,
2012-11-10,26.2816715596705,21.55154518,27109.0,188.256944444444,11.04,4.057228043643185e-05,50.0,0.5802628708513763,0.62872079017952,0.00946068172786029,0.184387036757091,,
2012-11-13,22.7748759110447,20.53599413,27131.0,193.792857142857,11.17,3.97972897672164e-05,50.0,0.587095667295956,0.611211857400592,0.00919721590486971,0.179252133820346,,
2012-11-16,23.6121875254214,31.93127546,39446.0,272.041379310345,11.28,8.686628219276971e-05,50.0,0.5928778300200683,0.592964515570464,0.00892263886506,0.173900675205799,,
2012-11-19,20.5978657136654,27.81362641,36772.0,255.361111111111,11.82,7.102518544086943e-05,50.0,0.6212600825009978,0.602843944354379,0.00907129965827314,0.176798048136315,,
2012-11-22,24.6169614626733,21.88707548,30900.0,214.583333333333,11.9,4.696601613416659e-05,50.0,0.6254645875110463,0.617370687666119,0.00928989095851543,0.181058354451647,,
2012-11-25,23.6121875254214,29.5141209,36736.0,251.616438356164,12.46,7.426237982071222e-05,50.0,0.6548985726850864,0.634923715356572,0.00955402030008257,0.18620618924972,,
2012-11-28,28.8903964873729,43.59397007,37256.0,216.604651162791,12.5,9.4426566798135e-05,25.0,0.32850124076508774,0.659332778921835,0.00992131590295286,0.193364716486475,,
2012-12-01,27.3518546626016,26.44757959,33492.0,200.550898203593,12.66,5.304085842085514e-05,25.0,0.3327055058779277,0.665104513693561,0.0100081661336846,0.19505741233514,,
2012-12-04,18.9753491721799,28.15664675,32356.0,288.892857142857,12.75,8.134254127169639e-05,25.0,0.3350710902178121,0.584401104127708,0.00959488107931029,0.172622706953265,,
2012-12-07,21.1976873635162,24.33169284,32145.0,249.186046511628,13.69,6.063118343734886e-05,25.0,0.35977407253899535,0.35362925560479,0.00889757744210229,0.109216505907335,,
2012-12-10,24.2747710130589,30.78923008,36221.0,253.293706293706,13.53,7.798718200892858e-05,25.0,0.35556950919110103,0.129161662605755,0.00842546765884114,0.0478598443869178,,
2012-12-13,22.7844398482441,45.13393912,42515.0,324.541984732824,13.8,0.00014647858180815248,25.0,0.36266612490033573,0.132853982516571,0.00866632490213657,0.0492280046660075,,
2012-12-16,19.2662542834417,27.82215671,35476.0,319.603603603604,13.75,8.892061544540191e-05,25.0,0.3613512852585757,0.123353799963217,0.00804660942897257,0.0457077862863581,,
2012-12-19,23.9571683698449,34.9971247,44765.0,315.246478873239,13.4,0.00011032720332362661,25.0,0.35215355407781224,0.120822719083197,0.00788150207694343,0.0447699140524105,,
2012-12-22,24.1247010157879,40.90362442,51258.0,335.019607843137,13.63,0.00013703516212551362,25.0,0.3581983634200699,0.125292422159087,0.00817306954325486,0.0464261275863038,,
2012-12-25,20.6065154509855,23.31306943,28743.0,231.798387096774,13.45,5.4039318921491086e-05,25.0,0.353466764042476,0.126409806240845,0.00824595869049429,0.0468401655229059,,
2012-12-28,26.0688629742304,37.39376701,47105.0,278.727810650888,13.51,0.00010422682810686702,25.0,0.3550442801993955,0.134536811967863,0.00877609915582114,0.0498515639640508,,
2012-12-31,24.8839146572199,24.42158122,30064.0,190.278481012658,13.57,4.646901378468855e-05,25.0,0.3566202628704444,0.135482027856156,0.00883775743535057,0.0502018063224494,,
2013-01-03,23.6989663402095,37.66582749,42309.0,261.166666666667,13.42,9.837058612805013e-05,25.0,0.35267898772408907,0.137571140894256,0.00897403436136,0.050975910827556,,
2013-01-06,21.0328326269359,34.86616689,33026.0,227.765517241379,13.54,7.941310535925093e-05,25.0,0.35583233030642303,0.132631372794269,0.008651803634928,0.0491455183736088,,
2013-01-09,21.6458221266411,32.78602402,43190.0,332.230769230769,13.84,0.00010892525980183069,25.0,0.3637167847109062,0.129715602304248,0.00846160222788,0.048065102411898,,
2013-01-12,19.2227823363455,36.66480767,45671.0,374.352459016393,14.31,0.00013725560910627608,25.0,0.37606886469110795,0.125389219869796,0.008179383847086,0.0464619952213131,,
2013-01-15,20.5150702245032,33.57125696,45022.0,372.082644628099,14.34,0.00012491282073166275,25.0,0.37685708296184156,0.124848203207616,0.00814409227296,0.046261525726416,,
2013-01-18,20.1919982524637,37.60673767,49139.0,406.107438016529,15.53,0.0001527237588732339,25.0,0.40813089323613394,0.120673145359672,0.00787174509066172,0.0447144906784167,,
2013-01-21,23.5842539588777,29.60339549,40441.0,306.371212121212,16.15,9.069628159174921e-05,25.0,0.42442353973988906,0.121211827537873,0.00790688438183572,0.0449140951485246,,
2013-01-24,23.9073259309171,44.02332598,46221.0,296.288461538462,17.97,0.00013043603526420407,25.0,0.472254063945054,0.127497258903013,0.008316895352742,0.0472431126059607,,
2013-01-27,22.4319505785413,47.72262398,55413.0,366.973509933775,17.71,0.00017512938825190342,25.0,0.465422060340389,0.127583051189249,0.008322491751228,0.0472749022669638,,
2013-01-30,21.3989002229506,34.89334331,41219.0,269.40522875817,19.78,9.400449136567909e-05,25.0,0.5198203546105719,0.130179414246258,0.00849185758723629,0.0482369643012666,,
2013-02-02,23.7601581785865,73.88730888,54465.0,355.980392156863,21.25,0.0002630243319051767,25.0,0.5584558754375261,0.33789888833009,0.008845012630278,0.104886725628887,,
2013-02-05,28.0057671748026,42.3586766,53420.0,319.880239520958,20.99,0.000135497036165988,25.0,0.5516201896998278,0.562242182729113,0.00940509301170343,0.166345261608542,,
2013-02-08,24.749282619593,49.26209751,60921.0,403.450331125828,22.15,0.00019874809552362325,25.0,0.582106627666556,0.627474928212074,0.00944193460873372,0.18402165867516,,
2013-02-11,25.8890522139163,48.78675412,57594.0,362.22641509434,23.97,0.0001767185104897662,25.0,0.6299360528229624,0.631652017494861,0.00950478939717171,0.185246687538773,,
2013-02-14,26.7031733527187,43.45320621,50928.0,337.271523178808,24.3,0.0001465552904544954,25.0,0.6386077436317883,0.632639815799772,0.00951965330102228,0.185536382432279,,
2013-02-17,30.2853063634493,46.81710946,49635.0,264.015957446808,27.39,0.0001236046397897391,25.0,0.7198127588702753,0.692078310801323,0.00662590096536996,0.184023225658722,,
2013-02-20,31.3982496568025,49.92328523,59748.0,309.575129533679,29.48,0.00015455007491824052,25.0,0.7747391894103826,0.752586649557918,0.00364047778456037,0.182284861845525,,
2013-02-23,29.4018291583931,48.17999206,57886.0,352.963414634146,30.52,0.0001700577451454364,25.0,0.8020710558986958,0.781701941344275,0.00271271719904499,0.183992751016284,,
2013-02-26,28.1313797503144,56.92242259,63438.0,382.156626506024,30.4,0.00021753280989544692,25.0,0.7989189515828886,0.806194496094476,0.00279771298964667,0.18975767533022,,
2013-03-01,34.3062704062833,68.01127271,64535.0,424.572368421053,33.36,0.0002887570713381483,25.0,0.8767109261422179,0.7950637838376,0.00275908640708385,0.18713778882285,,
2013-03-04,37.9974513993645,55.24125673,64044.0,357.787709497207,34.25,0.00019764642715173873,25.0,0.9000971159829045,0.831948454461267,0.00288708619202728,0.195819501966235,,
2013-03-07,33.0035006440194,61.66624582,66770.0,417.3125,42.0,0.00025734095208758753,25.0,1.103771361705971,0.842536654732899,0.00292383011124334,0.198311694953422,,
2013-03-10,40.168734336471,61.30182365,73844.0,403.51912568306,46.93,0.0002473645828202513,25.0,1.2333326031914493,0.898567191367451,0.00311827123050024,0.211499857897704,,
2013-03-13,33.4377572314407,52.6969283,56690.0,361.082802547771,44.32,0.00019027954556222947,25.0,1.1647384649687595,0.885225589161383,0.00307197226173347,0.20835958413986,,
2013-03-16,42.4121010717338,31.43838406,34187.0,195.354285714286,46.9,6.141623062052694e-05,25.0,1.2325350278987823,0.954173043403294,0.0033112385793158,0.224588060891143,,
2013-03-19,47.472635858702,51.6543205,46108.0,271.223529411765,52.12,0.00014009867115376487,25.0,1.3697212758022086,1.07149659135938,0.00371838302857497,0.252203039447174,,
2013-03-22,54.2200155746597,67.77289737,60584.0,264.558951965065,70.25,0.0001792992669984311,25.0,1.8461832406771104,1.22110701182834,0.00423757165955697,0.28741752643623,,
2013-03-25,45.2677808665388,44.37006807,48993.0,340.229166666667,71.93,0.0001509599128439939,25.0,1.8903318145041135,1.27458546509993,0.00442315635916599,0.30000499388017,,
2013-03-28,59.5803880522826,61.16315652,60989.0,333.273224043716,88.8,0.00020384042366110834,25.0,2.333683027802338,1.31228372298461,0.0045539795119932,0.30887820476768,,
2013-03-31,52.2576587944602,45.8545976,43986.0,260.272189349112,92.5,0.00011934676509074538,25.0,2.4309116048020503,1.35341668533017,0.00469672201844084,0.318559857708689,,
2013-04-03,59.2475367223816,70.77451024,63941.0,365.377142857143,117.34,0.00025859388338604806,25.0,3.083727096988678,1.50740551365339,0.00523110490910481,0.354804910522861,,
2013-04-06,64.0797183431136,38.85304125,51718.0,317.288343558282,142.1,0.000123276171004141,25.0,3.734406414442147,1.47951259064391,0.00513430892079074,0.348239626023793,,
2013-04-09,64.0797183431136,49.27107352,66979.0,380.5625,186.96,0.00018750722916455,25.0,4.9133456512367655,2.33416814191509,0.00521462878270706,0.532538064657389,,
2013-04-12,65.9868528176111,56.41949219,58690.0,339.248554913295,124.9,0.0001914023119439943,25.0,3.2823971301435786,3.77737086748589,0.00565484589494247,0.845531434461542,,
2013-04-15,61.0283031839177,74.2717856,54496.0,332.292682926829,100.0,0.0002467997090279023,25.0,2.628025943585413,4.60661376852946,0.00566441348722034,1.02395029565934,,
2013-04-18,72.7166919656983,42.53670086,46631.0,317.21768707483,93.9,0.00013493393862603131,25.0,2.4677053190160354,4.6140815093248,0.00567359601777438,1.02561021241805,,
2013-04-21,77.6239533866963,32.91401779,44224.0,251.272727272727,127.5,8.270395015596356e-05,25.0,3.350711084645032,3.44895048109697,0.00592811429158361,0.776488280223478,,
2013-04-24,78.0700680613325,62.49187407,65023.0,401.376543209877,142.5,0.0002508277239292355,25.0,3.7449375729897336,2.20072206969184,0.00613825890524519,0.509233465289902,,
2013-04-27,70.9322332671535,39.01893051,44369.0,301.829931972789,137.0,0.00011777081141484279,25.0,3.600376960692743,1.85265782788691,0.00642922383563678,0.436068522304769,,
2013-04-30,74.6333901791775,45.74865143,47599.0,319.456375838926,144.54,0.00014614698385346101,25.0,3.7985334056382,1.88204672498495,0.0065312112587225,0.4429859210477,,
2013-05-03,73.6315997069738,45.19099468,51180.0,376.323529411765,103.3,0.00017006434615605897,25.0,2.7147424671104825,1.83177129717187,0.00635674192392292,0.431152364313863,,
2013-05-06,81.6459234846036,52.94511009,53340.0,321.325301204819,115.98,0.00017012603446991555,25.0,3.0479751414558125,1.91588920814706,0.00664865383021512,0.450951580653855,,
2013-05-09,83.1486091929092,65.88905401,66774.0,407.158536585366,113.35,0.0002682729080770574,25.0,2.9788699656613176,2.03489414568032,0.00706163315614925,0.478962315542926,,
2013-05-12,89.1593520261315,56.57452505,65428.0,389.452380952381,115.68,0.00022033083481972623,25.0,3.0400971928499656,2.15311332634755,0.00747188569319874,0.506788103254863,,
2013-05-15,81.7498729685886,60.48453576,64171.0,455.113475177305,112.0,0.0002752732726421958,25.0,2.9433924091335903,2.1924167112985,0.00760827907115784,0.51603912022041,,
2013-05-18,81.7498729685886,39.56532087,52215.0,350.436241610738,123.32,0.00013865122343805695,25.0,3.24086757391048,2.17521246712954,0.00754857568987488,0.511989678807537,,
2013-05-21,82.8621161382293,46.50942757,53942.0,357.23178807947,122.02,0.000166146459733837,25.0,3.2067069111783963,2.08036142096861,0.0072194169010075,0.489664155488623,,
2013-05-24,90.0916967408936,48.33183927,55401.0,327.816568047337,126.7,0.00015843977676906912,25.0,3.329697102124886,2.1788524659326,0.007561207470398,0.512846441926635,,
2013-05-27,103.913692158211,48.88847213,52758.0,299.761363636364,133.5,0.00014654875071787177,25.0,3.5084005659482416,2.38707803543217,0.00828380652482922,0.561857443867188,,
2013-05-30,102.101244039172,47.48125079,57426.0,320.815642458101,132.3,0.00015232727976908066,25.0,3.4768651847275485,2.52298072135592,0.00875542560878312,0.593845478859928,,
2013-06-02,123.246472094622,48.82755776,49947.0,250.989949748744,129.3,0.00012255226268536294,25.0,3.398020657323152,2.76880479303869,0.00960850163677193,0.651706211733581,,
2013-06-05,156.703562082192,60.12802918,56560.0,307.391304347826,121.42,0.00018482833317504344,25.0,3.1909411908792524,3.05115463168,0.0105883319568972,0.718164180958119,,
2013-06-08,130.327714999051,46.07546975,48218.0,266.397790055249,111.5,0.00012274403317157477,25.0,2.930234386680835,3.27947230061975,0.0113806560316124,0.771904351977277,,
2013-06-11,136.533796665672,47.66766862,49663.0,275.905555555556,106.1,0.00013151774592639245,25.0,2.788322668479324,3.35309995985628,0.0116361639265946,0.789234429923,,
2013-06-14,133.430755832362,36.32062691,50172.0,278.733333333333,103.9,0.00010123769407380656,25.0,2.7305030571485513,3.54127318762279,0.0122891759307405,0.833525620737792,,
2013-06-17,148.049400446238,36.85317147,45943.0,316.848275862069,99.9,0.00011676863840318691,25.0,2.6253842624445496,3.62245842554783,0.0125709106682149,0.852634560447027,,
2013-06-20,140.358522500979,69.89069826,52515.0,341.006493506493,107.68,0.00023833181942362947,25.0,2.829857377545116,3.52117385950859,0.0122194258250022,0.828794750213215,,
2013-06-23,169.1993147957,32.89707161,38507.0,233.375757575758,108.35,7.677379009007711e-05,25.0,2.847446744344292,3.76654397046287,0.0130709264864597,0.886548632279839,,
2013-06-26,181.696991456746,40.29547374,45627.0,262.224137931034,103.89,0.0001056644586399412,25.0,2.7302407395276154,3.09021374464045,0.0137944160745193,0.739728426294827,,
2013-06-29,170.75417902577,24.38738042,36545.0,216.242603550296,94.65,5.273590635792312e-05,25.0,2.487407247015958,1.77088748897875,0.0139734258765509,0.448359532351967,,
2013-07-02,166.511839174198,35.58288433,39650.0,259.150326797386,87.0,9.221316102513084e-05,25.0,2.2863684332993137,0.959937311014205,0.0144411567150851,0.270704947995568,,
2013-07-05,187.723538432058,32.46852246,37037.0,199.123655913978,80.04,6.465250894360307e-05,25.0,2.1034566397359007,1.0242356697556,0.0154084518336863,0.288837261074325,,
2013-07-08,197.268803098095,32.80380724,39629.0,206.401041666667,75.0,6.770739984968551e-05,25.0,1.9710053380514043,1.10797444383378,0.0166682057214839,0.312451824465029,,
2013-07-11,249.70821205767,35.32010629,43434.0,249.620689655172,87.9,8.816629290803777e-05,25.0,2.3100201466077843,1.18936872900142,0.0178926894605068,0.335405235568681,,
2013-07-14,211.991867528126,22.93218923,34933.0,203.098837209302,98.0,4.6575009672766786e-05,25.0,2.5754447980457162,1.2188040707463,0.0183355104429007,0.343706082472798,,
2013-07-17,219.795249154928,33.68340783,40643.0,220.885869565217,97.05,7.440188828449389e-05,25.0,2.5504815904032645,1.26758978344591,0.0190694355799577,0.35746378692677,,
2013-07-20,243.205394035335,22.97726435,33702.0,181.193548387097,92.0,4.163332059804844e-05,25.0,2.4177640263750884,1.30337325412566,0.01960775688695,0.367554823558347,,
2013-07-23,225.29983210912,21.44867879,38432.0,272.567375886525,91.99,5.846210094023266e-05,25.0,2.4175028532786134,1.34658788755776,0.0202578715211219,0.379741468416984,,
2013-07-26,276.574966313265,19.86347572,36622.0,226.061728395062,97.0,4.490371653196548e-05,25.0,2.5491645786703216,1.39464324026959,0.0209808092291864,0.393293209356214,,
2013-07-29,257.929462966303,30.41102588,41812.0,234.898876404494,98.7,7.143515809519989e-05,25.0,2.5938434116433893,1.4729443341648,0.0221587594504447,0.415374332058385,,
2013-08-01,287.451509932325,38.34057257,50904.0,287.593220338983,106.2,0.00011026488735046776,25.0,2.790948309689746,1.62580801261137,0.0244584183043744,0.45848230759959,,
2013-08-04,317.855567249954,31.50890033,42946.0,239.921787709497,104.95,7.559671695933961e-05,25.0,2.7580943400898676,1.72921731544715,0.0260140927540647,0.487644013916476,,
2013-08-07,327.149589684163,31.55560425,57606.0,309.709677419355,106.56,9.773076013040327e-05,25.0,2.8004077473963176,1.87289896815696,0.0281756185537782,0.528162633078838,,
2013-08-10,369.902092881525,29.64591768,51695.0,246.166666666667,102.8,7.29783673556001e-05,25.0,2.7015918862875834,2.09838594196361,0.0315678116570046,0.591750576601437,,
2013-08-13,484.952765580043,29.74852431,53080.0,290.054644808743,106.64,8.628697652321305e-05,25.0,2.802508872767307,2.20785489821397,0.0332146466476958,0.622621121759822,,
2013-08-16,434.436852498788,46.94701273,71119.0,423.327380952381,98.08,0.00019873955942528991,25.0,2.577562890385639,2.36525998174436,0.0355826257364676,0.667009785959481,,
2013-08-19,449.591626423165,48.6487076,71314.0,402.90395480226,99.3,0.00019600756688058763,25.0,2.6096244600852225,2.55170020976606,0.0383874052985964,0.719586440342851,,
2013-08-22,525.365496045046,38.7715512,66812.0,309.314814814815,110.43,0.00011992615179511118,25.0,2.902114321509324,2.80290986204638,0.042166566620172,0.790428249569623,,
2013-08-25,467.388810199078,30.27034915,44447.0,294.350993377483,109.04,8.910107342185749e-05,25.0,2.8655814130187958,2.89342114089707,0.0435282050806926,0.815952677835051,,
2013-08-28,545.831687435287,260.83498262,64747.0,363.747191011236,117.72,0.0009487799224548956,25.0,3.093799008919542,3.10577080611077,0.0467227624320544,0.875835864392116,,
2013-08-31,702.717441907705,31.22585731,47505.0,213.026905829596,124.84,6.651947764625772e-05,25.0,3.2808039294713187,3.4907947475674,0.0525150063774015,0.984413669268711,,
2013-09-03,604.663845362444,31.23219885,52163.0,268.881443298969,130.09,8.397758704188399e-05,25.0,3.4187766839860863,3.88320232835252,0.0584183287144801,1.09507368063682,,
2013-09-06,821.078113093457,33.49086393,60850.0,328.918918918919,122.63,0.0001101577875751622,25.0,3.222730600292344,4.19252145559652,0.0630716804909461,1.18230252078488,,
2013-09-09,834.042504352828,30.53100606,57676.0,284.118226600985,118.18,8.674415298111125e-05,25.0,3.105781176296908,4.2162239716839,0.0634282576813859,1.18898669516917,,
2013-09-12,898.864460649679,30.34461292,52300.0,245.539906103286,126.54,7.45081340711736e-05,25.0,3.3254811109861606,4.66227716056676,0.0701386167121387,1.31477491478969,,
2013-09-15,1024.57958056223,27.64617927,53672.0,296.530386740331,124.05,8.197932230825621e-05,25.0,3.2600446902151208,5.28043684583902,0.0794381207396807,1.48909763725767,,
2013-09-18,845.418123851895,107.50935731,60551.0,366.975757575758,139.15,0.00039453327845320106,25.0,3.6569197101501483,5.46489943243262,0.0822131489529853,1.54111659134769,,
2013-09-21,1046.97476265102,26.75531601,52498.0,277.767195767196,123.04,7.431749099962862e-05,25.0,3.2335008121981264,3.53490035246829,0.0883418891825885,1.08422308163054,,
2013-09-24,1125.35789996179,30.66022492,62592.0,295.245283018868,122.65,9.05228678392755e-05,25.0,3.2232536710843833,1.52995738273891,0.0961368805445271,0.613136773909651,,
2013-09-27,1302.02028851433,82.61986498,46920.0,263.595505617978,124.65,0.00021778225083492176,25.0,3.2758305364613145,0.9433434474,0.104982250049777,0.491615995680869,,
2013-09-30,1213.24617793381,25.75183782,47156.0,289.300613496932,127.01,7.450022479999495e-05,25.0,3.337832746741958,0.988698480942857,0.110029694313619,0.515252413610909,,
2013-10-03,1538.75125006239,36.60294587,59551.0,299.251256281407,103.85,0.00010953477535197837,25.0,2.7291899575959646,1.05473163188571,0.117378352729559,0.549665069296589,,
2013-10-06,1900.66283139384,21.15735044,42857.0,231.659459459459,121.2,4.901300366524746e-05,25.0,3.1851422445232975,1.120925952,0.124744947245338,0.584161717024512,,
2013-10-09,1721.88761457957,30.23001017,50343.0,282.825842696629,124.12,8.549828101057916e-05,25.0,3.2618847553834263,1.19584482145714,0.133082474270594,0.623205094815465,,
2013-10-12,1853.61672170588,32.14776583,49474.0,231.18691588785,127.41,7.432142834922508e-05,25.0,3.3483447541209967,1.32398445625714,0.14734280248821,0.689984054612144,,
2013-10-15,2333.48704052313,38.64309771,55826.0,214.715384615385,135.17,8.297267587532553e-05,25.0,3.552279389645928,1.59071041851429,0.177026044303927,0.828986185670974,,
2013-10-18,2302.45571980844,38.35801158,59661.0,310.734375,143.94,0.00011919152754554064,25.0,3.7827612348376123,1.80158619111429,0.200493863102636,0.938882430985925,,
2013-10-21,2675.10751260981,37.66450678,60451.0,286.497630331754,186.12,0.00010790791940084283,25.0,4.891254712113643,2.02466235728571,0.225319432116447,1.05513681516308,,
2013-10-24,2781.5794534102,50.7649601,63634.0,295.972093023256,203.7,0.0001502501149303908,25.0,5.35326817297297,2.25900007842857,0.251398270428113,1.17726006987243,,
2013-10-27,3439.6720527868,57.75029853,43691.0,244.083798882682,179.56,0.00014095912251811367,25.0,4.718863406523786,2.46667726285714,0.274510126630013,1.28548939619515,,
2013-10-30,3808.9023861368,29.72252695,48446.0,248.441025641026,216.0,7.384295080101035e-05,25.0,5.676496766721335,2.61200001085714,0.290682719030486,1.36122319988034,,
2013-11-02,4216.99907036574,23.53096079,39181.0,193.965346534653,203.0,4.564190963925683e-05,25.0,5.334849739691409,2.91300654317143,0.28487449336586,1.46315235417444,,
2013-11-05,3303.63982471049,47.27916843,51597.0,296.534482758621,229.95,0.00014019903755647773,25.0,6.043119889393643,3.04014985945714,0.187710602958029,1.37383118522626,,
2013-11-08,3377.994520131,106.82017227,59223.0,441.962686567164,291.02,0.00047210530316016473,25.0,7.648150026560095,2.95773380588571,0.0663846920876571,1.17412476970284,,
2013-11-11,4952.69873252289,62.22351764,57405.0,306.978609625668,328.0,0.00019101288931145426,25.0,8.619905860021753,3.1161394332,0.0699400183896,1.23700668636482,,
2013-11-14,4292.33890151984,23.13862517,69413.0,379.306010928962,393.0,8.776619611613176e-05,25.0,10.328076258111365,3.41216099177143,0.0765840578153143,1.35451768197677,,
2013-11-17,5847.42683190499,17.08725612,51323.0,275.930107526882,437.24,4.714888418530973e-05,25.0,11.490688870885482,3.71426753185714,0.0833646712705714,1.47444421867119,,
2013-11-20,4938.50038134981,25.27945207,77558.0,472.914634146341,547.0,0.00011955022827104012,25.0,14.375228742146374,3.76516430537143,0.0845070210761143,1.49464859350781,,
2013-11-23,4908.20283299797,21.01611529,72545.0,426.735294117647,795.0,8.968318139488529e-05,25.0,20.892674948593424,3.89083455797143,0.0873276200789143,1.54453562394269,,
2013-11-26,4968.79792970165,25.2369173,83383.0,524.421383647799,814.56,0.00013234779089471075,25.0,21.406750124843636,3.94740155597143,0.0885972349229143,1.56699089472039,,
2013-11-29,6505.6094504138,26.09068458,90084.0,520.71676300578,1014.1,0.0001358585681910242,25.0,26.650692828211714,4.11428828828571,0.0923429149148571,1.63323953608056,,
2013-12-02,5731.96940766189,21.13751064,75570.0,475.283018867925,955.01,0.00010046299868332086,25.0,25.097763655458596,17.9084401823914,0.100325475955543,4.45648154081522,,
2013-12-05,6013.29305957168,22.54506788,83283.0,489.9,1136.9,0.00011044828754412,25.0,29.877863997773407,32.0182710719379,0.109133248700571,7.34998413725723,,
2013-12-08,6294.61671148146,11.38643048,47477.0,243.471794871795,705.91,2.7722746661485143e-05,25.0,18.551335371736016,38.0560574837246,0.1154637673776,8.61068038587678,,
2013-12-11,7134.38987382805,17.44596076,67305.0,407.909090909091,978.76,7.116365993647273e-05,25.0,25.72188601833356,40.1011404864889,0.121668639971143,9.07340714381599,,
2013-12-14,9030.87325801019,12.40576423,54113.0,271.924623115578,885.0,3.373432762703469e-05,25.0,23.257831383449805,26.0240489997589,0.131806763667771,6.35305823453246,,
2013-12-17,8895.41015914004,15.20684554,67740.0,333.694581280788,690.0,5.0744419550719186e-05,25.0,18.133236806348343,11.8912835178679,0.146319986693829,3.66007467864253,,
2013-12-20,9121.1819905903,16.24432139,65083.0,365.634831460674,685.3,5.9394897136256716e-05,25.0,18.009726787333147,7.03321413557143,0.157856583931714,2.79195879993187,,
