Date,Hashrate,Fees(sat),Nb_trans,Nb_trans_block,Price,Fee_per_block,Block_reward,ELectricity(TWh),Cambridge_MAX(TWh),Cambridge_MIN(TWh),Cambridge_GUESS(TWh),Dig_Guess(TWh),Dig_Min(TWh)
2010-02-18,2.87748915433797e-05,0.0,215.0,1.03365384615385,0.0,0.0,50.0,0.0,,,,,
2010-02-21,2.68900733200143e-05,0.0,227.0,1.01793721973094,0.0,0.0,50.0,0.0,,,,,
2010-02-24,3.57130536259464e-05,0.0,177.0,1.03508771929825,0.0,0.0,50.0,0.0,,,,,
2010-02-27,3.25176751436248e-05,0.0,175.0,1.01744186046512,0.0,0.0,50.0,0.0,,,,,
2010-03-02,3.68408342667657e-05,0.0,193.0,1.02659574468085,0.0,0.0,50.0,0.0,,,,,
2010-03-05,3.2893602023898e-05,0.0,173.0,1.01169590643275,0.0,0.0,50.0,0.0,,,,,
2010-03-08,3.06328161893475e-05,0.0,130.0,1.04,0.0,0.0,50.0,0.0,,,,,
2010-03-11,3.28852291444466e-05,0.0,136.0,1.02255639097744,0.0,0.0,50.0,0.0,,,,,
2010-03-14,2.81551619387385e-05,0.0,127.0,1.016,0.0,0.0,50.0,0.0,,,,,
2010-03-17,2.77046793477187e-05,0.0,139.0,1.02205882352941,0.0,0.0,50.0,0.0,,,,,
2010-03-20,4.34715700334123e-05,0.0,204.0,1.0625,0.0,0.0,50.0,0.0,,,,,
2010-03-23,4.65217732310883e-05,0.0,220.0,1.06280193236715,0.0,0.0,50.0,0.0,,,,,
2010-03-26,4.42524184393279e-05,0.0,213.0,1.08121827411168,0.0,0.0,50.0,0.0,,,,,
2010-03-29,4.35716120017998e-05,0.0,207.0,1.06153846153846,0.0,0.0,50.0,0.0,,,,,
2010-04-01,5.71745218883927e-05,0.0,179.0,1.06547619047619,0.0,0.0,50.0,0.0,,,,,
2010-04-04,5.02167758384825e-05,0.26,183.0,1.07017543859649,0.0,2.782456140350874e-09,50.0,0.0,,,,,
2010-04-07,5.83845646796815e-05,0.0,204.0,1.05699481865285,0.0,0.0,50.0,0.0,,,,,
2010-04-10,7.26025674773241e-05,0.0,298.0,1.14615384615385,0.0,0.0,50.0,0.0,,,,,
2010-04-13,6.41394958031167e-05,0.0,209.0,1.10582010582011,0.0,0.0,50.0,0.0,,,,,
2010-04-16,7.85222918316944e-05,0.0,234.0,1.15841584158416,0.0,0.0,50.0,0.0,,,,,
