Date,Price,prix_log,interpolate,interpolate_log
2021-05-24,34754.54,10.456065489941313,22496.385008661477,10.02110990900259
2021-05-27,39266.04,10.578115302151192,22591.853614607746,10.025344660748594
2021-05-30,34647.67,10.452985758489834,22687.65816899641,10.02957636261911
2021-06-02,36662.64,10.509513531894168,22783.799610869577,10.033805019004028
2021-06-05,36885.51,10.515574069981659,22880.278881215658,10.038030634283771
2021-06-08,33514.87,10.419744499924324,22977.09692297172,10.042253212829316
2021-06-11,36704.57,10.51065654945106,23074.254681025974,10.046472759002206
2021-06-14,39066.82,10.573028792363912,23171.753102221242,10.050689277154625
2021-06-17,38324.87,10.553854311692513,23269.59313535651,10.054902771629365
2021-06-20,35524.17,10.477968588864073,23367.77573119072,10.059113246759914
2021-06-23,32447.59,10.387381451269448,23466.30184244381,10.063320706870407
2021-06-26,31640.58,10.362195752939872,23565.17242380138,10.067525156275742
2021-06-29,34456.67,10.447457871634283,23664.38843191556,10.071726599281533
2021-07-02,33536.88,10.420401007794455,23763.95082540833,10.07592504018416
2021-07-05,35309.3,10.471901664313577,23863.86056487476,10.080120483270825
2021-07-08,33839.04,10.429370444523432,23964.11861288484,10.084312932819543
2021-07-11,33515.57,10.419765385957595,24064.725933986007,10.088502393099162
2021-07-14,32686.56,10.394719263223612,24165.683494706547,10.092688868369422
2021-07-17,31421.25,10.355239694595605,24266.99226355795,10.096872362880966
2021-07-20,30815.94,10.335787367555458,24368.653211037115,10.10105288087535
2021-07-23,32297.89,10.382757181999573,24470.667309629574,10.105230426585095
2021-07-26,35365.2,10.47348356476302,24573.03553381171,10.109405004233686
2021-07-29,40002.53,10.596697981095877,24675.75886005434,10.113576618035644
2021-08-01,41659.06,10.637274150950223,24778.838266823695,10.11774527219648
2021-08-04,38138.0,10.548966439394572,24882.27473458593,10.121910970912793
2021-08-07,42825.95,10.66489950625042,24986.06924580808,10.126073718372233
2021-08-10,46333.46,10.743619657253932,25090.222784962214,10.130233518753577
2021-08-13,44417.78,10.701395118711885,25194.73633852731,10.134390376226733
2021-08-16,47056.41,10.7591023737786,25299.610894991998,10.138544294952759
2021-08-19,44777.86,10.709469099819202,25404.847444857143,10.142695279083888
2021-08-22,48932.02,10.798187266897207,25510.446980638953,10.146843332763574
2021-08-25,47744.58,10.77362083161297,25616.41049687102,10.150988460126484
2021-08-28,49056.86,10.800735312502871,25722.738990107642,10.155130665298557
2021-08-31,47074.77,10.759492467692919,25829.433458926047,10.159269952397004
2021-09-03,49329.01,10.806267625102825,25936.494903928975,10.163406325530332
2021-09-06,51769.06,10.854547952497184,26043.92432774821,10.1675397887984
2021-09-09,46078.38,10.738099138501777,26151.722735046063,10.171670346292402
2021-09-12,45144.79,10.717630159052835,26259.8911325189,10.175798002094915
2021-09-15,47072.12,10.759436172684115,26368.430528899582,10.179922760279922
2021-09-18,47263.6,10.763495722194413,26477.341934959673,10.184044624912815
2021-09-21,42901.56,10.66666346789133,26586.626363513584,10.188163600050473
2021-09-24,44888.96,10.71194716376423,26696.284829419106,10.192279689741206
2021-09-27,43182.63,10.67319361004169,26806.318349582114,10.196392898024854
2021-09-30,41522.38,10.63398783796958,26916.727942957856,10.20050322893276
2021-10-03,47727.1,10.773254649721222,27027.514630554364,10.204610686487818
2021-10-06,51505.83,10.849450284128247,27138.67943543526,10.208715274704502
2021-10-09,53867.3,10.894278893757647,27250.223382721826,10.212816997588867
2021-10-12,57452.01,10.958705269610043,27362.147499596027,10.216915859138581
2021-10-15,57397.74,10.957760208710228,27474.45281530354,10.221011863342966
2021-10-18,61546.21,11.027543553762214,27587.140361155627,10.225105014182986
2021-10-21,66063.56,11.09837258789541,27700.21117053296,10.229195315631316
2021-10-24,61277.28,11.02316441700639,27813.666278887285,10.23328277165232
2021-10-27,60345.17,11.007836190182838,27927.506723744686,10.237367386202102
2021-10-30,62249.18,11.03890064154943,28041.733544708433,10.24144916322853
2021-11-02,61029.5,11.019112632812861,28156.34778346066,10.245528106671223
2021-11-05,61441.83,11.025846152534236,28271.35048376703,10.249604220461642
2021-11-08,63293.22,11.05553349339095,28386.742691477,10.253677508523026
2021-11-11,64976.73,11.081784484780476,28502.525454528713,10.257747974770496
2021-11-14,64420.94,11.073194014520427,28618.69982295067,10.261815623111033
2021-11-17,60172.26,11.004966727754999,28735.26684886422,10.265880457443501
2021-11-20,58133.02,10.970489111866124,28852.227586486624,10.269942481658674
2021-11-23,56301.52,10.938476811987137,28969.5830921342,10.274001699639278
2021-11-26,58935.45,10.984198056162189,29087.334424224573,10.278058115259995
2021-11-29,57292.28,10.955921164132105,29205.482643279396,10.282111732387484
2021-12-02,57229.76,10.954829321789601,29324.028811926626,10.286162554880391
2021-12-05,49253.86,10.804743019163544,29442.973994904485,10.29021058658941
2021-12-08,50645.41,10.832603883655311,29562.319259063326,10.294255831357276
2021-12-11,47137.46,10.760823292984975,29682.065673368365,10.298298293018789
2021-12-14,46757.09,10.75272118097197,29802.2143089026,10.302337975400839
2021-12-17,47658.38,10.771813759307094,29922.76623886931,10.306374882322423
2021-12-20,46689.28,10.751269866985082,30043.722538595226,10.31040901759468
2021-12-23,48628.35,10.791961973149165,30165.084285533463,10.314440385020916
2021-12-26,50470.89,10.829152013416987,30286.85255926498,10.318468988396589
2021-12-29,47601.26,10.770614510457406,30409.028441502585,10.322494831509367
2022-01-01,46249.56,10.741807229381804,30531.61301609348,10.326517918139146
2022-01-01,46249.56,10.741807229381804,30654.607369021356,10.330538252058048
2022-01-04,46441.99,10.745959285884275,30778.012588409783,10.334555837030464
2022-01-07,43120.63,10.67175681586576,30901.82976452475,10.33857067681307
2022-01-10,41864.44,10.642192058220393,31026.05998977765,10.342582775154852
2022-01-13,43926.0,10.690261678874698,31150.70435872736,10.34659213579711
2022-01-16,43146.53,10.672357276128464,31275.76396808347,10.350598762473489
